"Effect.Measure.v.descriptive","PMID","First.Author","Published","Year.Published","Include.area","Study.Funding.source.s.","Possible.Conflict.of.interest.for.study.authors","Study.purpose","Study.type","Vaccine.type","Vaccine.strategy","Number.doses.MVA.BN","Subcutaneous.or.intradermal.MVA.BN","Intervention.status","Dates.of.Outbreak","Country.of.outbreak","Population.description","Inclusion.Criteria","Exclusion.Criteria","Total.cohort.size.or.close.contact.pool","Case.report.forms.Complete.information..n.","Total.Cases.in.case.control","Total.control.in.case.control","loss.to.follow.up","Total.number.vaccinated.people","Historic.smallpox","PEP.or...14.days.after.1.dose","..1.dose.MVA.BN.vaccine.or.partially.vaccinated","..2.dose.MVA.BN.vaccine.or.fully.vaccinated","Subcutaneous","Intradermal","heterologous","Total.number.unvaccinated.people","unknown.vaccine.status","Episodes.outbreaks","Total.mpox.Cases","Total.vaccinated.mpox.cases","Total.vaccinated.mpox.historic.1st.gen.cases","Total.vaccinated.mpox.historic.2nd.gen.cases","Total.vaccinated.mpox.PEP.cases","Total.vaccinated.mpox.non.PEP.1.dose.cases","Total.vaccinated.mpox.2.dose","Total.unvaccinated.mpox.cases","Total.vaccinated.mpox.controls","Total.unvaccinated.mpox.controls","Notes.N","Measure..HR..IRR..RR..cumulative.incidence..attack.rate.etc.","..95..CI...67","Effect.measure","Dose","Adjusted","VE.type","Sensitivity","VE.outcome","Lower.CI","Upper.CI","Central.Effect.Estimate.reported","Effect.Est.lower.95.CI","Effect.Est.upper.95.CI","Regression.Coefficient","Regression.Coefficient.lower.95..CI","Regression.Coefficient.upper.95..CI","Vaccinated.secondary.cases","Unvaccinated.secondary.cases","Vaccinated.Contacts","Unvaccinated.Contacts","Vaccinated.or.cases.event","n.vaccinated.or.cases","unvaccinated..or.controls.event","n.unvaccinated.or.controls","unknown.or.missing.event.vaccinated","unknown.or.missing.total.n","Person.days.vaccinated","events.vaccinated","Person.days.unvaccinated","events.unvaccinated","crude.VE","..95..CI...97","Mean.vaccinated","sd.vaccinated","Mean.unvaccinated","sd.unvaccinated","Median.vaccinated","Lower.IQR.vaccinated","Upper.IQR.vaccinated","Median.unvaccinated","Lower.IQR.unvaccinated","Upper.IQR.unvaccinated","Controlled.for","Timing.of.measure","Cohort.Age...median.or.description.","Cohort.IQR.Age.lower","Cohort.IQR.Age.higher","Cohort.age.mean","Cohort.age.sd","Cohort.vaccinated.age.median","Cohort.unvaccinated.age.median","Cohort.unvaccinated.age.IQR","Cohort.unvaccinated.age.mean","Cohort.unvaccinated.age.sd","Cohort.age.unvaccinated..median","Cohort.age.unvaccinated.IQR","Cohort.age.vaccinated..mean","Cohort.age.vaccinated.sd","Monkeypox.cases.Age...median.","Monkeypox.cases.IQR.Age.lower","Monkeypox.cases.IQR.Age.higher","Monkeypox.controls.Age...median.","Monkeypox.controls.IQR.Age.lower","Monkeypox.controls.IQR.Age.higher","Cohort.cis.male.n","vaccinated..Male.n","unvaccinated..Male.n","cohort.MSM.n","vaccinated..MSM.n","unvaccinated.MSM.n","Monkeypox.cases.vaccinated.MSM.n","Monkeypox.cases.unvaccinated.MSM.n","Monkeypox.cases.vaccinated.non.MSM.n","Monkeypox.cases.unvaccinated.non.MSM.n","n.Non.Hispanic.White","Hispanic.Latino.n","Black.n....presumed","n.Known.HIV.status","n.HIV.positive","n.HIV.positive.vaccinated","n.HIV.positive.unvaccinated","n.CD4..200","n.VL...200","n.VL..50","n.PrEP.users","n.PrEP.users.vaccinated","n.PrEP.users.unvaccinated","n.Known.Hospital.status","n.Hospitalized","n.Hospitalized.vaccinated","n.Hospitalized.unvaccinated","n.not.hospitalized.vaccinated","n.not.hospitalized.unvaccinated","Limitations","...682","Internal.notes.for.coding"
"342","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,"108 active follow up, 174 passive follow up, 8 lost to follow-up, 7 probable, 31 confirmed cases","SAR",95,"VE","1","N","MVA-BN PEP all high risk contact","N","-0.28299999999999997","-0.82817870000000005","0.67",NA,NA,NA,NA,NA,NA,"16",2,"218",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP sexual","N","0.435","-0.92012780000000005","0.75",NA,NA,NA,NA,NA,NA,"12",1,"88",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP direct skin to skin","N","0.65","-0.63636360000000003","0.95",NA,NA,NA,NA,NA,NA,"4",1,"79",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP household","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,"0",0,"17",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP intense face to face","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,"0",0,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP health care worker","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,"0",0,"5",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP contaminated material","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,"NA",0,"NA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","37838481","van Ewijk","Vaccine",2023,"Infection","Ministry of Health, Welfare and Sports","None","characteristics of high-risk contacts exposures to a confirmed mpox cases, PEP uptake, timing and mpox symptom development","retrospective observational cohort of high-risk mpox contacts","MVA-BN","PEP","1","not stated","Hpzone database","May 20 - July 22, 2022","Belgium","high-risk contact of confirmed mpox index case in Belgium","high-risk contact","low or medium risk contact","264",264,38,NA,8,233,28,233,NA,NA,NA,NA,NA,41,24,"1","38","16",NA,NA,NA,NA,NA,"2",NA,NA,NA,"SAR",95,"VE","1","N","MVA-BN PEP unspecified high risk","N","NA","NA","NA",NA,NA,NA,NA,NA,NA,"0",0,"27",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36 (range 8-72)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217 of 287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",NA,"Descriptive",NA,NA,"MVA-BN days between onset of symptoms and skin lesions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,7,1.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN Headache","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,"19",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN fever","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,"33",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN myalgias, dysthermia sensation","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,"29",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN arthralgias","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,"6",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN odynophagia","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,"5",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN asthenia","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,"17",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN inguinal adenopathy","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,"34",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN axillary adenopathy","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"2",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN urethral exudate, dysuria","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,"3",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN rectal discharge, anal pain","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,"7",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN Pruritus","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,"7",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN macule","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,"5",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","37373818","Estevez","Journal of Clinical Medicine",2023,"Severity","None","none","main epidemiologic and clinical findings of mpox in nonendemic countries of suspected and confirmed cases","Cohort study","MVA-BN","not stated","not stated","not stated","unclear","May 18 - Sep 30, 2022","Spain","at risk for mpox","suspected, probable and confirmed mpox",NA,"133",133,100,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,66,NA,"1","100","15",NA,NA,NA,NA,NA,"66",NA,NA,NA,"OR",95,"VE",NA,NA,"MVA-BN papule","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,"27",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","30","42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
